Pref,Pref.name,Age,DiagnoseYear,Sex,Population,CaseCount.TB,CaseCount.STBBI
5105,Luzhou,"[75,78)",2010,0,31860,16,4
5105,Luzhou,"[75,78)",2010,1,29429,50,20
5105,Luzhou,"[75,78)",2011,0,31685,15,4
5105,Luzhou,"[75,78)",2011,1,29286,58,15
5105,Luzhou,"[75,78)",2012,0,32791,15,2
5105,Luzhou,"[75,78)",2012,1,30938,58,23
5105,Luzhou,"[75,78)",2013,0,34566,11,8
5105,Luzhou,"[75,78)",2013,1,32983,59,18
5105,Luzhou,"[75,78)",2014,0,35750,22,7
5105,Luzhou,"[75,78)",2014,1,33933,59,21
5105,Luzhou,"[75,78)",2015,0,37091,23,11
5105,Luzhou,"[75,78)",2015,1,35665,65,34
5105,Luzhou,"[75,78)",2016,0,38554,14,15
5105,Luzhou,"[75,78)",2016,1,37000,68,49
5105,Luzhou,"[75,78)",2017,0,39514,7,11
5105,Luzhou,"[75,78)",2017,1,38357,52,57
5105,Luzhou,"[75,78)",2018,0,41442,11,28
5105,Luzhou,"[75,78)",2018,1,39437,66,132
5105,Luzhou,"[78,Inf)",2005,0,52505,24,0
5105,Luzhou,"[78,Inf)",2005,1,37991,97,2
5105,Luzhou,"[78,Inf)",2006,0,56283,34,2
5105,Luzhou,"[78,Inf)",2006,1,41059,100,4
5105,Luzhou,"[78,Inf)",2007,0,59460,37,2
5105,Luzhou,"[78,Inf)",2007,1,43867,153,12
5105,Luzhou,"[78,Inf)",2008,0,63115,32,3
5105,Luzhou,"[78,Inf)",2008,1,47048,129,12
5105,Luzhou,"[78,Inf)",2009,0,66623,36,12
5105,Luzhou,"[78,Inf)",2009,1,50312,87,18
5105,Luzhou,"[78,Inf)",2010,0,70538,20,17
5105,Luzhou,"[78,Inf)",2010,1,53638,74,42
5105,Luzhou,"[78,Inf)",2011,0,74906,14,15
5105,Luzhou,"[78,Inf)",2011,1,57759,83,34
5105,Luzhou,"[78,Inf)",2012,0,77842,11,19
5105,Luzhou,"[78,Inf)",2012,1,60060,76,42
5105,Luzhou,"[78,Inf)",2013,0,81143,21,22
5105,Luzhou,"[78,Inf)",2013,1,62908,63,31
5105,Luzhou,"[78,Inf)",2014,0,84927,30,16
5105,Luzhou,"[78,Inf)",2014,1,66473,50,40
5105,Luzhou,"[78,Inf)",2015,0,88585,20,16
5105,Luzhou,"[78,Inf)",2015,1,70038,87,62
5105,Luzhou,"[78,Inf)",2016,0,93200,29,26
5105,Luzhou,"[78,Inf)",2016,1,74452,77,75
5105,Luzhou,"[78,Inf)",2017,0,97754,22,27
5105,Luzhou,"[78,Inf)",2017,1,78594,87,122
5105,Luzhou,"[78,Inf)",2018,0,102370,32,56
5105,Luzhou,"[78,Inf)",2018,1,83470,81,225
5106,Deyang,"[0,12)",2005,0,200291,4,3
5106,Deyang,"[0,12)",2005,1,212276,20,7
5106,Deyang,"[0,12)",2006,0,190591,9,8
5106,Deyang,"[0,12)",2006,1,202534,7,9
5106,Deyang,"[0,12)",2007,0,176298,5,15
5106,Deyang,"[0,12)",2007,1,188198,10,13
5106,Deyang,"[0,12)",2008,0,167025,12,15
5106,Deyang,"[0,12)",2008,1,179420,10,24
5106,Deyang,"[0,12)",2009,0,158812,4,36
5106,Deyang,"[0,12)",2009,1,171909,8,23
5106,Deyang,"[0,12)",2010,0,150880,10,44
5106,Deyang,"[0,12)",2010,1,164156,3,52
5106,Deyang,"[0,12)",2011,0,142307,6,38
5106,Deyang,"[0,12)",2011,1,156291,3,39
5106,Deyang,"[0,12)",2012,0,138903,2,29
5106,Deyang,"[0,12)",2012,1,152253,1,29
5106,Deyang,"[0,12)",2013,0,138462,2,16
5106,Deyang,"[0,12)",2013,1,151400,4,22
5106,Deyang,"[0,12)",2014,0,138702,2,12
5106,Deyang,"[0,12)",2014,1,151300,2,4
5106,Deyang,"[0,12)",2015,0,139199,0,7
5106,Deyang,"[0,12)",2015,1,151496,0,5
5106,Deyang,"[0,12)",2016,0,139895,2,6
5106,Deyang,"[0,12)",2016,1,151921,1,4
5106,Deyang,"[0,12)",2017,0,140479,2,7
5106,Deyang,"[0,12)",2017,1,152229,0,3
5106,Deyang,"[0,12)",2018,0,140571,0,1
5106,Deyang,"[0,12)",2018,1,152002,1,5
5106,Deyang,"[12,15)",2005,0,70003,12,0
5106,Deyang,"[12,15)",2005,1,74899,9,1
5106,Deyang,"[12,15)",2006,0,66594,2,0
5106,Deyang,"[12,15)",2006,1,70255,12,0
5106,Deyang,"[12,15)",2007,0,69714,8,0
5106,Deyang,"[12,15)",2007,1,73017,10,0
5106,Deyang,"[12,15)",2008,0,66345,7,0
5106,Deyang,"[12,15)",2008,1,68740,3,0
5106,Deyang,"[12,15)",2009,0,65718,9,0
5106,Deyang,"[12,15)",2009,1,67384,5,0
5106,Deyang,"[12,15)",2010,0,60018,3,0
5106,Deyang,"[12,15)",2010,1,61463,2,0
5106,Deyang,"[12,15)",2011,0,59740,4,0
5106,Deyang,"[12,15)",2011,1,60951,6,1
5106,Deyang,"[12,15)",2012,0,55068,2,0
5106,Deyang,"[12,15)",2012,1,57569,4,0
5106,Deyang,"[12,15)",2013,0,47444,0,0
5106,Deyang,"[12,15)",2013,1,50475,4,0
5106,Deyang,"[12,15)",2014,0,38358,3,0
5106,Deyang,"[12,15)",2014,1,42366,3,1
5106,Deyang,"[12,15)",2015,0,34073,3,1
5106,Deyang,"[12,15)",2015,1,37675,3,0
5106,Deyang,"[12,15)",2016,0,32486,2,0
5106,Deyang,"[12,15)",2016,1,35868,1,0
5106,Deyang,"[12,15)",2017,0,31636,4,0
5106,Deyang,"[12,15)",2017,1,34875,0,1
5106,Deyang,"[12,15)",2018,0,31488,6,0
5106,Deyang,"[12,15)",2018,1,34662,5,0
5106,Deyang,"[15,18)",2005,0,82498,61,4
5106,Deyang,"[15,18)",2005,1,89456,49,10
5106,Deyang,"[15,18)",2006,0,80839,34,4
5106,Deyang,"[15,18)",2006,1,88029,56,5
5106,Deyang,"[15,18)",2007,0,72685,38,7
5106,Deyang,"[15,18)",2007,1,78206,46,1
5106,Deyang,"[15,18)",2008,0,69357,21,5
5106,Deyang,"[15,18)",2008,1,74153,30,3
5106,Deyang,"[15,18)",2009,0,65967,19,7
5106,Deyang,"[15,18)",2009,1,69528,32,4
5106,Deyang,"[15,18)",2010,0,69108,17,13
5106,Deyang,"[15,18)",2010,1,72310,14,7
5106,Deyang,"[15,18)",2011,0,65776,15,23
5106,Deyang,"[15,18)",2011,1,68070,28,2
5106,Deyang,"[15,18)",2012,0,65193,18,12
5106,Deyang,"[15,18)",2012,1,66760,27,5
5106,Deyang,"[15,18)",2013,0,59551,13,9
5106,Deyang,"[15,18)",2013,1,60902,21,5
5106,Deyang,"[15,18)",2014,0,59334,11,10
5106,Deyang,"[15,18)",2014,1,60454,30,8
5106,Deyang,"[15,18)",2015,0,54732,19,13
5106,Deyang,"[15,18)",2015,1,57147,33,8
5106,Deyang,"[15,18)",2016,0,47180,14,3
5106,Deyang,"[15,18)",2016,1,50133,37,8
5106,Deyang,"[15,18)",2017,0,38164,8,3
5106,Deyang,"[15,18)",2017,1,42105,33,5
5106,Deyang,"[15,18)",2018,0,33943,11,4
5106,Deyang,"[15,18)",2018,1,37489,23,5
5106,Deyang,"[18,21)",2005,0,80663,86,27
5106,Deyang,"[18,21)",2005,1,85840,143,38
5106,Deyang,"[18,21)",2006,0,84906,71,44
5106,Deyang,"[18,21)",2006,1,90295,115,32
5106,Deyang,"[18,21)",2007,0,85440,80,32
5106,Deyang,"[18,21)",2007,1,92341,133,39
5106,Deyang,"[18,21)",2008,0,80535,72,32
5106,Deyang,"[18,21)",2008,1,87474,130,24
5106,Deyang,"[18,21)",2009,0,78863,58,51
5106,Deyang,"[18,21)",2009,1,86037,92,27
5106,Deyang,"[18,21)",2010,0,70725,66,83
5106,Deyang,"[18,21)",2010,1,76238,96,32
5106,Deyang,"[18,21)",2011,0,67430,56,76
5106,Deyang,"[18,21)",2011,1,72222,96,27
5106,Deyang,"[18,21)",2012,0,64106,44,84
5106,Deyang,"[18,21)",2012,1,67667,75,24
5106,Deyang,"[18,21)",2013,0,67343,29,66
5106,Deyang,"[18,21)",2013,1,70542,85,25
5106,Deyang,"[18,21)",2014,0,64138,33,58
5106,Deyang,"[18,21)",2014,1,66431,76,31
5106,Deyang,"[18,21)",2015,0,63703,30,49
5106,Deyang,"[18,21)",2015,1,65270,89,34
5106,Deyang,"[18,21)",2016,0,58228,40,32
5106,Deyang,"[18,21)",2016,1,59580,132,35
5106,Deyang,"[18,21)",2017,0,58176,29,31
5106,Deyang,"[18,21)",2017,1,59297,103,30
5106,Deyang,"[18,21)",2018,0,53732,18,24
5106,Deyang,"[18,21)",2018,1,56152,85,36
5106,Deyang,"[21,24)",2005,0,53953,59,35
5106,Deyang,"[21,24)",2005,1,60367,103,51
5106,Deyang,"[21,24)",2006,0,50002,38,39
5106,Deyang,"[21,24)",2006,1,55763,86,40
5106,Deyang,"[21,24)",2007,0,61034,45,36
5106,Deyang,"[21,24)",2007,1,65587,105,36
5106,Deyang,"[21,24)",2008,0,78074,66,39
5106,Deyang,"[21,24)",2008,1,83180,142,27
5106,Deyang,"[21,24)",2009,0,82175,92,81
5106,Deyang,"[21,24)",2009,1,87481,120,51
5106,Deyang,"[21,24)",2010,0,82588,72,176
5106,Deyang,"[21,24)",2010,1,89394,134,65
5106,Deyang,"[21,24)",2011,0,77587,72,177
5106,Deyang,"[21,24)",2011,1,84424,153,70
5106,Deyang,"[21,24)",2012,0,75842,62,148
5106,Deyang,"[21,24)",2012,1,82902,129,55
5106,Deyang,"[21,24)",2013,0,67684,74,103
5106,Deyang,"[21,24)",2013,1,73077,99,61
5106,Deyang,"[21,24)",2014,0,64403,57,84
5106,Deyang,"[21,24)",2014,1,69061,108,55
5106,Deyang,"[21,24)",2015,0,61127,46,75
5106,Deyang,"[21,24)",2015,1,64545,114,50
5106,Deyang,"[21,24)",2016,0,64439,48,69
5106,Deyang,"[21,24)",2016,1,67485,125,45
5106,Deyang,"[21,24)",2017,0,61333,30,62
5106,Deyang,"[21,24)",2017,1,63462,77,63
5106,Deyang,"[21,24)",2018,0,60991,20,72
5106,Deyang,"[21,24)",2018,1,62384,95,64
5106,Deyang,"[24,27)",2005,0,55600,58,27
5106,Deyang,"[24,27)",2005,1,53960,130,52
5106,Deyang,"[24,27)",2006,0,56949,50,45
5106,Deyang,"[24,27)",2006,1,59833,92,69
5106,Deyang,"[24,27)",2007,0,57635,53,33
5106,Deyang,"[24,27)",2007,1,64084,101,51
5106,Deyang,"[24,27)",2008,0,51490,39,33
5106,Deyang,"[24,27)",2008,1,57788,86,34
5106,Deyang,"[24,27)",2009,0,47426,38,73
5106,Deyang,"[24,27)",2009,1,53023,86,49
5106,Deyang,"[24,27)",2010,0,58327,68,116
5106,Deyang,"[24,27)",2010,1,62651,102,66
5106,Deyang,"[24,27)",2011,0,75247,55,149
5106,Deyang,"[24,27)",2011,1,80039,135,103
5106,Deyang,"[24,27)",2012,0,79287,83,144
5106,Deyang,"[24,27)",2012,1,84200,115,96
5106,Deyang,"[24,27)",2013,0,79682,64,118
5106,Deyang,"[24,27)",2013,1,86020,93,89
5106,Deyang,"[24,27)",2014,0,74707,61,114
5106,Deyang,"[24,27)",2014,1,81010,87,85
5106,Deyang,"[24,27)",2015,0,73026,49,106
5106,Deyang,"[24,27)",2015,1,79482,113,91
5106,Deyang,"[24,27)",2016,0,64966,41,98
5106,Deyang,"[24,27)",2016,1,69702,95,69
5106,Deyang,"[24,27)",2017,0,61789,30,71
5106,Deyang,"[24,27)",2017,1,65741,75,66
5106,Deyang,"[24,27)",2018,0,58619,27,90
5106,Deyang,"[24,27)",2018,1,61277,77,68
5106,Deyang,"[27,30)",2005,0,78864,69,45
5106,Deyang,"[27,30)",2005,1,74805,153,61
5106,Deyang,"[27,30)",2006,0,67739,51,31
5106,Deyang,"[27,30)",2006,1,62645,77,47
5106,Deyang,"[27,30)",2007,0,55837,51,28
5106,Deyang,"[27,30)",2007,1,50900,81,23
5106,Deyang,"[27,30)",2008,0,53328,55,32
5106,Deyang,"[27,30)",2008,1,51434,77,30
5106,Deyang,"[27,30)",2009,0,54536,43,58
5106,Deyang,"[27,30)",2009,1,57107,89,49
5106,Deyang,"[27,30)",2010,0,55092,63,88
5106,Deyang,"[27,30)",2010,1,61160,79,56
5106,Deyang,"[27,30)",2011,0,48833,39,114
5106,Deyang,"[27,30)",2011,1,54708,82,69
5106,Deyang,"[27,30)",2012,0,44674,31,86
5106,Deyang,"[27,30)",2012,1,49811,66,58
5106,Deyang,"[27,30)",2013,0,55507,61,113
5106,Deyang,"[27,30)",2013,1,59305,85,56
5106,Deyang,"[27,30)",2014,0,72396,53,89
5106,Deyang,"[27,30)",2014,1,76579,69,92
5106,Deyang,"[27,30)",2015,0,76451,37,116
5106,Deyang,"[27,30)",2015,1,80699,78,89
5106,Deyang,"[27,30)",2016,0,76886,54,96
5106,Deyang,"[27,30)",2016,1,82527,118,92
5106,Deyang,"[27,30)",2017,0,71970,32,87
5106,Deyang,"[27,30)",2017,1,77562,73,98
5106,Deyang,"[27,30)",2018,0,70346,30,91
5106,Deyang,"[27,30)",2018,1,76068,59,79
5106,Deyang,"[30,33)",2005,0,110664,79,61
5106,Deyang,"[30,33)",2005,1,110458,187,99
5106,Deyang,"[30,33)",2006,0,103853,69,37
5106,Deyang,"[30,33)",2006,1,101273,120,69
5106,Deyang,"[30,33)",2007,0,94404,76,29
5106,Deyang,"[30,33)",2007,1,90690,127,61
5106,Deyang,"[30,33)",2008,0,76924,40,36
5106,Deyang,"[30,33)",2008,1,72337,98,53
5106,Deyang,"[30,33)",2009,0,65700,39,72
5106,Deyang,"[30,33)",2009,1,60091,79,40
5106,Deyang,"[30,33)",2010,0,53698,37,74
5106,Deyang,"[30,33)",2010,1,48261,79,62
5106,Deyang,"[30,33)",2011,0,51081,32,79
5106,Deyang,"[30,33)",2011,1,48669,68,64
5106,Deyang,"[30,33)",2012,0,52199,40,87
5106,Deyang,"[30,33)",2012,1,54223,75,85
5106,Deyang,"[30,33)",2013,0,52688,63,74
5106,Deyang,"[30,33)",2013,1,58191,84,71
5106,Deyang,"[30,33)",2014,0,46397,49,74
5106,Deyang,"[30,33)",2014,1,51727,54,56
5106,Deyang,"[30,33)",2015,0,42241,42,57
5106,Deyang,"[30,33)",2015,1,46859,50,50
5106,Deyang,"[30,33)",2016,0,53094,42,62
5106,Deyang,"[30,33)",2016,1,56362,66,69
5106,Deyang,"[30,33)",2017,0,70016,25,90
5106,Deyang,"[30,33)",2017,1,73634,59,70
5106,Deyang,"[30,33)",2018,0,74106,36,104
5106,Deyang,"[30,33)",2018,1,77793,59,100
5106,Deyang,"[33,36)",2005,0,128965,79,46
5106,Deyang,"[33,36)",2005,1,133645,154,83
5106,Deyang,"[33,36)",2006,0,122907,49,49
5106,Deyang,"[33,36)",2006,1,126100,108,87
5106,Deyang,"[33,36)",2007,0,112698,71,25
5106,Deyang,"[33,36)",2007,1,113510,128,40
5106,Deyang,"[33,36)",2008,0,108899,64,29
5106,Deyang,"[33,36)",2008,1,107944,120,42
5106,Deyang,"[33,36)",2009,0,101992,60,63
5106,Deyang,"[33,36)",2009,1,98682,113,43
5106,Deyang,"[33,36)",2010,0,92451,64,106
5106,Deyang,"[33,36)",2010,1,88029,126,66
5106,Deyang,"[33,36)",2011,0,74897,41,71
5106,Deyang,"[33,36)",2011,1,69656,84,86
5106,Deyang,"[33,36)",2012,0,63598,40,66
5106,Deyang,"[33,36)",2012,1,57378,63,65
5106,Deyang,"[33,36)",2013,0,51543,37,70
5106,Deyang,"[33,36)",2013,1,45540,68,57
5106,Deyang,"[33,36)",2014,0,48880,40,38
5106,Deyang,"[33,36)",2014,1,45912,57,44
5106,Deyang,"[33,36)",2015,0,49973,30,70
5106,Deyang,"[33,36)",2015,1,51441,46,70
5106,Deyang,"[33,36)",2016,0,50459,38,70
5106,Deyang,"[33,36)",2016,1,55413,58,77
5106,Deyang,"[33,36)",2017,0,44189,26,46
5106,Deyang,"[33,36)",2017,1,49017,24,69
5106,Deyang,"[33,36)",2018,0,40054,15,78
5106,Deyang,"[33,36)",2018,1,44217,30,54
5106,Deyang,"[36,39)",2005,0,115903,64,67
5106,Deyang,"[36,39)",2005,1,122814,179,88
5106,Deyang,"[36,39)",2006,0,126610,55,50
5106,Deyang,"[36,39)",2006,1,134127,133,82
5106,Deyang,"[36,39)",2007,0,129987,68,39
5106,Deyang,"[36,39)",2007,1,135887,129,69
5106,Deyang,"[36,39)",2008,0,127257,63,36
5106,Deyang,"[36,39)",2008,1,131023,124,51
5106,Deyang,"[36,39)",2009,0,121117,55,69
5106,Deyang,"[36,39)",2009,1,123412,106,53
5106,Deyang,"[36,39)",2010,0,110837,72,84
5106,Deyang,"[36,39)",2010,1,110791,113,88
5106,Deyang,"[36,39)",2011,0,106951,73,80
5106,Deyang,"[36,39)",2011,1,105154,113,98
5106,Deyang,"[36,39)",2012,0,99974,55,117
5106,Deyang,"[36,39)",2012,1,95860,93,118
5106,Deyang,"[36,39)",2013,0,90389,74,92
5106,Deyang,"[36,39)",2013,1,85209,112,74
5106,Deyang,"[36,39)",2014,0,72826,60,67
5106,Deyang,"[36,39)",2014,1,66906,70,64
5106,Deyang,"[36,39)",2015,0,61526,35,57
5106,Deyang,"[36,39)",2015,1,54691,51,67
5106,Deyang,"[36,39)",2016,0,49489,39,46
5106,Deyang,"[36,39)",2016,1,42937,53,76
5106,Deyang,"[36,39)",2017,0,46838,12,65
5106,Deyang,"[36,39)",2017,1,43342,39,65
5106,Deyang,"[36,39)",2018,0,47941,12,77
5106,Deyang,"[36,39)",2018,1,48879,30,65
5106,Deyang,"[39,42)",2005,0,117192,72,64
5106,Deyang,"[39,42)",2005,1,125635,170,102
5106,Deyang,"[39,42)",2006,0,112301,43,43
5106,Deyang,"[39,42)",2006,1,119198,138,77
5106,Deyang,"[39,42)",2007,0,111628,61,23
5106,Deyang,"[39,42)",2007,1,117666,132,56
5106,Deyang,"[39,42)",2008,0,114409,35,23
5106,Deyang,"[39,42)",2008,1,120421,128,32
5106,Deyang,"[39,42)",2009,0,124965,56,70
5106,Deyang,"[39,42)",2009,1,131508,136,70
5106,Deyang,"[39,42)",2010,0,128214,82,89
5106,Deyang,"[39,42)",2010,1,133119,169,71
5106,Deyang,"[39,42)",2011,0,125374,62,78
5106,Deyang,"[39,42)",2011,1,128150,127,113
5106,Deyang,"[39,42)",2012,0,119141,49,87
5106,Deyang,"[39,42)",2012,1,120466,133,115
5106,Deyang,"[39,42)",2013,0,108796,80,96
5106,Deyang,"[39,42)",2013,1,107831,138,114
5106,Deyang,"[39,42)",2014,0,104844,84,67
5106,Deyang,"[39,42)",2014,1,102155,104,110
5106,Deyang,"[39,42)",2015,0,97829,59,86
5106,Deyang,"[39,42)",2015,1,92867,88,95
5106,Deyang,"[39,42)",2016,0,88228,47,79
5106,Deyang,"[39,42)",2016,1,82253,69,111
5106,Deyang,"[39,42)",2017,0,70680,18,56
5106,Deyang,"[39,42)",2017,1,64051,46,87
5106,Deyang,"[39,42)",2018,0,59381,17,69
5106,Deyang,"[39,42)",2018,1,51902,28,110
5106,Deyang,"[42,45)",2005,0,88037,59,39
5106,Deyang,"[42,45)",2005,1,93929,135,62
5106,Deyang,"[42,45)",2006,0,112991,45,42
5106,Deyang,"[42,45)",2006,1,121773,149,74
5106,Deyang,"[42,45)",2007,0,124861,53,31
5106,Deyang,"[42,45)",2007,1,135045,182,41
5106,Deyang,"[42,45)",2008,0,115769,57,28
5106,Deyang,"[42,45)",2008,1,123200,138,54
5106,Deyang,"[42,45)",2009,0,110780,53,49
5106,Deyang,"[42,45)",2009,1,116676,125,53
5106,Deyang,"[42,45)",2010,0,109989,54,89
5106,Deyang,"[42,45)",2010,1,115023,120,92
5106,Deyang,"[42,45)",2011,0,112635,41,76
5106,Deyang,"[42,45)",2011,1,117611,124,111
5106,Deyang,"[42,45)",2012,0,123031,44,95
5106,Deyang,"[42,45)",2012,1,128457,107,116
5106,Deyang,"[42,45)",2013,0,126163,53,74
5106,Deyang,"[42,45)",2013,1,129937,124,124
5106,Deyang,"[42,45)",2014,0,123242,68,86
5106,Deyang,"[42,45)",2014,1,124913,109,114
5106,Deyang,"[42,45)",2015,0,116961,48,82
5106,Deyang,"[42,45)",2015,1,117223,103,128
5106,Deyang,"[42,45)",2016,0,106598,62,85
5106,Deyang,"[42,45)",2016,1,104648,95,122
5106,Deyang,"[42,45)",2017,0,102622,33,95
5106,Deyang,"[42,45)",2017,1,98989,51,142
5106,Deyang,"[42,45)",2018,0,95590,22,103
5106,Deyang,"[42,45)",2018,1,89747,56,135
5106,Deyang,"[45,48)",2005,0,50970,33,28
5106,Deyang,"[45,48)",2005,1,56638,92,32
5106,Deyang,"[45,48)",2006,0,38060,18,10
5106,Deyang,"[45,48)",2006,1,39247,54,24
5106,Deyang,"[45,48)",2007,0,51630,21,11
5106,Deyang,"[45,48)",2007,1,52569,73,26
5106,Deyang,"[45,48)",2008,0,86886,51,23
5106,Deyang,"[45,48)",2008,1,91957,109,26
5106,Deyang,"[45,48)",2009,0,111619,48,48
5106,Deyang,"[45,48)",2009,1,119371,154,61
5106,Deyang,"[45,48)",2010,0,123345,73,91
5106,Deyang,"[45,48)",2010,1,132376,168,87
5106,Deyang,"[45,48)",2011,0,114206,49,63
5106,Deyang,"[45,48)",2011,1,120533,134,105
5106,Deyang,"[45,48)",2012,0,109148,58,100
5106,Deyang,"[45,48)",2012,1,113951,144,126
5106,Deyang,"[45,48)",2013,0,108282,46,102
5106,Deyang,"[45,48)",2013,1,112212,145,108
5106,Deyang,"[45,48)",2014,0,110853,48,91
5106,Deyang,"[45,48)",2014,1,114689,128,114
5106,Deyang,"[45,48)",2015,0,121170,46,116
5106,Deyang,"[45,48)",2015,1,125361,115,121
5106,Deyang,"[45,48)",2016,0,124265,41,112
5106,Deyang,"[45,48)",2016,1,126782,108,157
5106,Deyang,"[45,48)",2017,0,121336,29,115
5106,Deyang,"[45,48)",2017,1,121773,74,151
5106,Deyang,"[45,48)",2018,0,115055,18,116
5106,Deyang,"[45,48)",2018,1,114122,64,185
5106,Deyang,"[48,51)",2005,0,84823,63,34
5106,Deyang,"[48,51)",2005,1,93049,150,50
5106,Deyang,"[48,51)",2006,0,75642,48,22
5106,Deyang,"[48,51)",2006,1,84375,134,38
5106,Deyang,"[48,51)",2007,0,64004,36,13
5106,Deyang,"[48,51)",2007,1,71693,113,21
5106,Deyang,"[48,51)",2008,0,50094,27,8
5106,Deyang,"[48,51)",2008,1,55116,83,34
5106,Deyang,"[48,51)",2009,0,37212,19,12
5106,Deyang,"[48,51)",2009,1,37878,72,22
5106,Deyang,"[48,51)",2010,0,50648,51,27
5106,Deyang,"[48,51)",2010,1,50967,86,43
5106,Deyang,"[48,51)",2011,0,85664,50,57
5106,Deyang,"[48,51)",2011,1,89795,133,61
5106,Deyang,"[48,51)",2012,0,110206,62,84
5106,Deyang,"[48,51)",2012,1,116738,165,136
5106,Deyang,"[48,51)",2013,0,121835,62,99
5106,Deyang,"[48,51)",2013,1,129489,149,155
5106,Deyang,"[48,51)",2014,0,112725,48,100
5106,Deyang,"[48,51)",2014,1,117756,128,134
5106,Deyang,"[48,51)",2015,0,107667,46,101
5106,Deyang,"[48,51)",2015,1,111192,128,136
5106,Deyang,"[48,51)",2016,0,106813,37,124
5106,Deyang,"[48,51)",2016,1,109470,144,149
5106,Deyang,"[48,51)",2017,0,109394,33,111
5106,Deyang,"[48,51)",2017,1,111924,93,139
5106,Deyang,"[48,51)",2018,0,119692,18,125
5106,Deyang,"[48,51)",2018,1,122450,73,156
5106,Deyang,"[51,54)",2005,0,99862,79,17
5106,Deyang,"[51,54)",2005,1,100751,177,31
5106,Deyang,"[51,54)",2006,0,96217,58,17
5106,Deyang,"[51,54)",2006,1,99736,162,28
5106,Deyang,"[51,54)",2007,0,88795,54,16
5106,Deyang,"[51,54)",2007,1,94539,147,20
5106,Deyang,"[51,54)",2008,0,83557,60,13
5106,Deyang,"[51,54)",2008,1,90651,139,14
5106,Deyang,"[51,54)",2009,0,74455,45,18
5106,Deyang,"[51,54)",2009,1,82080,130,36
5106,Deyang,"[51,54)",2010,0,62889,29,20
5106,Deyang,"[51,54)",2010,1,69539,111,35
5106,Deyang,"[51,54)",2011,0,49074,31,27
5106,Deyang,"[51,54)",2011,1,53197,77,41
5106,Deyang,"[51,54)",2012,0,36287,21,24
5106,Deyang,"[51,54)",2012,1,36256,44,41
5106,Deyang,"[51,54)",2013,0,49614,22,47
5106,Deyang,"[51,54)",2013,1,49104,76,64
5106,Deyang,"[51,54)",2014,0,84365,44,58
5106,Deyang,"[51,54)",2014,1,87175,118,97
5106,Deyang,"[51,54)",2015,0,108661,56,113
5106,Deyang,"[51,54)",2015,1,113375,140,147
5106,Deyang,"[51,54)",2016,0,120187,58,128
5106,Deyang,"[51,54)",2016,1,125748,144,181
5106,Deyang,"[51,54)",2017,0,111189,31,140
5106,Deyang,"[51,54)",2017,1,114267,83,178
5106,Deyang,"[51,54)",2018,0,106161,12,163
5106,Deyang,"[51,54)",2018,1,107732,67,227
5106,Deyang,"[54,57)",2005,0,74046,51,10
5106,Deyang,"[54,57)",2005,1,77841,127,16
5106,Deyang,"[54,57)",2006,0,84454,59,13
5106,Deyang,"[54,57)",2006,1,85058,108,19
5106,Deyang,"[54,57)",2007,0,94670,69,15
5106,Deyang,"[54,57)",2007,1,93907,184,26
5106,Deyang,"[54,57)",2008,0,98242,57,16
5106,Deyang,"[54,57)",2008,1,97857,171,32
5106,Deyang,"[54,57)",2009,0,94649,57,32
5106,Deyang,"[54,57)",2009,1,96799,161,42
5106,Deyang,"[54,57)",2010,0,87321,43,40
5106,Deyang,"[54,57)",2010,1,91658,152,65
5106,Deyang,"[54,57)",2011,0,82147,40,24
5106,Deyang,"[54,57)",2011,1,87799,138,67
5106,Deyang,"[54,57)",2012,0,73157,37,44
5106,Deyang,"[54,57)",2012,1,79390,115,56
5106,Deyang,"[54,57)",2013,0,61730,24,58
5106,Deyang,"[54,57)",2013,1,67126,94,66
5106,Deyang,"[54,57)",2014,0,48081,23,28
5106,Deyang,"[54,57)",2014,1,51189,70,55
5106,Deyang,"[54,57)",2015,0,35441,17,32
5106,Deyang,"[54,57)",2015,1,34681,59,47
5106,Deyang,"[54,57)",2016,0,48617,38,47
5106,Deyang,"[54,57)",2016,1,47135,65,77
5106,Deyang,"[54,57)",2017,0,82982,29,101
5106,Deyang,"[54,57)",2017,1,84069,80,118
5106,Deyang,"[54,57)",2018,0,107043,23,163
5106,Deyang,"[54,57)",2018,1,109495,90,217
5106,Deyang,"[57,60)",2005,0,53126,29,8
5106,Deyang,"[57,60)",2005,1,61413,88,10
5106,Deyang,"[57,60)",2006,0,60416,36,5
5106,Deyang,"[57,60)",2006,1,68544,79,12
5106,Deyang,"[57,60)",2007,0,64214,43,13
5106,Deyang,"[57,60)",2007,1,69616,116,19
5106,Deyang,"[57,60)",2008,0,72680,37,10
5106,Deyang,"[57,60)",2008,1,75360,112,21
5106,Deyang,"[57,60)",2009,0,82974,51,21
5106,Deyang,"[57,60)",2009,1,82390,152,34
5106,Deyang,"[57,60)",2010,0,93084,61,38
5106,Deyang,"[57,60)",2010,1,90998,156,60
5106,Deyang,"[57,60)",2011,0,96651,65,47
5106,Deyang,"[57,60)",2011,1,94841,142,45
5106,Deyang,"[57,60)",2012,0,93158,53,51
5106,Deyang,"[57,60)",2012,1,93828,148,65
5106,Deyang,"[57,60)",2013,0,85972,52,60
5106,Deyang,"[57,60)",2013,1,88839,140,104
